A2006010116333703 002 345044 007 1323315 008  99104430V   5112  6224ìáç™åßêºïî                7K
6101020 081246103 1 09 46107 00049 N00028 E00044 Z00029 F056F056F066F066F066F066                
6101830 081246040 1 10 ///// 00085 N00078 E00045 Z00039 P001P001P002P001P002P001                
6101930 081246060 1 07 ///// 00044 N00042 E00029 Z00021 P005P001P004P001P001P001                
6101932 081246050 1 09 ///// 00054 N00046 E00041 Z00019 P003P002P003P001P003P001                
6102020 081246102 1 07 46104 00062 N00046 E00034 Z00031 F111F111F103F103F110F111                
6102030 081246110 1 06 ///// 00041 N00032 E00031 Z00032 P002P002P002P001P001P001                
6102031 081246090 1 11 ///// 00071 N00050 E00068 Z00035 P001P001P001P001P002P002                
6110020 081245518 1 13 45565 00117 N00058 E00112 Z00036 F076F089F121F120F028F028                
6110030 081245520 1 13 ///// 00098 N00074 E00078 Z00036 P003P001P003P001P004P001                
6110031 081245560 1 08 ///// 00056 N00043 E00043 Z00043 P001P001P003P001P001P001                
6110032 081245570 1 12 ///// 00075 N00070 E00042 Z00030 P005P001P003P004P002P002                
6110100 081245540 1 07 46004 00065 N00056 E00048 Z00024 F097F097F096F096F167P205                
6110230 081245550 1 13 ///// 00078 N00069 E00050 Z00030 P003P001P002P001P002P001                
6111230 081245550 1 11 ///// 00068 N00066 E00056 Z00029 P003P001P004P001P003P002                
6111330 081245550 1 13 ///// 00104 N00085 E00080 Z00029 P001P001P001P001P004P001                
6112436 081245530 1 12 ///// 00063 N00060 E00038 Z00021 P003P002P003P002P003P001                
6112437 081245510 1 12 ///// 00089 N00068 E00078 Z00033 P005P002P003P001P003P001                
6112531 081245550 1 10 ///// 00087 N00080 E00071 Z00041 P003P001P004P001P004P001                
6112532 081245540 1 09 ///// 00048 N00045 E00027 Z00037 P002P002P002P002P001P001                
6112630 081245580 1 14 ///// 00192 N00135 E00165 Z00055 P002P001P002P001P001P001                
6112631 081245530 1 14 ///// 00130 N00120 E00114 Z00047 P001P001P001P001P001P001                
6200020 081245597 1 05 46046 00034 N00022 E00034 Z00014 F082F083F082F081F077F077                
6200034 081246020 1 05 46031 00033 N00024 E00029 Z00014 P002P///P005P///P003P///                
6200036 081245580 1 13 45585 00071 N00053 E00059 Z00047 P004P///P004P///P001P///                
6200039 081245570 1 12 45572 00058 N00054 E00050 Z00031 P004P///P006P///P004P///                
6200100 081245492 1 11 45533 00060 N00042 E00051 Z00051 F050F050F064F064F159F159                
6200120 081245528 1 07 45520 00467 N00197 E00426 Z00100 F193F193F184F200F312F312                
6200131 081245480 1 13 45486 00178 N00153 E00168 Z00121 P002P///P001P///P002P///                
6200230 081245550 1 09 45558 00056 N00031 E00048 Z00016 P003P///P002P///P002P///                
6202632 081245470 1 14 45496 00437 N00368 E00405 Z00112 P002P///P003P///P002P///                
6211220 081246086 1 08 46097 00062 N00050 E00059 Z00022 F068F067F094F095F109F111                
6211630 081246050 1 11 46079 00064 N00038 E00064 Z00020 P002P///P002P///P002P///                
6211631 081246020 1 10 46022 00098 N00097 E00039 Z00037 P001P///P002P///P003P///                
6211720 081246029 1 07 46033 00036 N00028 E00023 Z00020 F061F061F034F035F034F034                
6220020 081246213 1 06 46221 00026 N00021 E00021 Z00008 F063F062F052F065F078F078                
6220120 081246197 1 09 46210 00033 N00032 E00025 Z00008 F028F028F070F031F059F059                
6220220 081246160 1 07 46180 00033 N00027 E00023 Z00010 F047F048F049F018F068F086                
6220221 081246145 1 07 46165 00023 N00020 E00015 Z00008 F042F042F042F041F091F100                
6300100 081245589 1 07 46058 00038 N00037 E00032 Z00011 F079F079F081F081F071P205                
6311230 081245540 1 10 ///// 00128 N00070 E00123 Z00049 P001P///P001P///P001P///                
6311330 081245550 1 07 ///// 00057 N00041 E00045 Z00025 P001P///P001P///P001P///                
6311630 081245550 1 10 ///// 00145 N00079 E00126 Z00058 P001P///P001P///P001P///                
6312430 081246050 1 08 ///// 00058 N00047 E00041 Z00022 P001P///P001P///P001P///                
6312920 081245504 1 14 45546 00404 N00352 E00343 Z00081 F147F149F154F154F294F295                
6313130 081246020 1 05 ///// 00077 N00034 E00068 Z00035 P001P///P001P///P001P///                
6313131 081246030 1 09 ///// 00047 N00032 E00037 Z00017 P002P///P002P///P001P///                
6313230 081246030 1 10 ///// 00041 N00027 E00038 Z00030 P004P///P004P///P002P///                
6313233 081246030 1 07 ///// 00023 N00022 E00020 Z00011 P004P///P004P///P001P///                
6313320 081246000 1 08 46011 00072 N00047 E00070 Z00017 F100F100F098F098F174F187                
6313331 081245590 1 08 ///// 00049 N00039 E00046 Z00029 P001P///P002P///P001P///                
6320330 081246110 1 05 ///// 00028 N00019 E00024 Z00014 P002P///P002P///P002P///                
6321700 081246196 1 05 46215 00020 N00017 E00014 Z00005 F040F040F040F040F059F106                
A2006050815521760 012 363154 028 1404089 058 550009233V   5111  3 86àÔèÈåßâ´                  6K
3000000 081552278 1 06 52351 00043 N00025 E00041 Z00018 F091F156F072F072F100F177                
3000130 081552320 1 09 ///// 00053 N00048 E00029 Z00042 P///P///P///P///P///P///                
3000200 081552264 1 10 52323 00087 N00080 E00064 Z00029 F063F063F067F067F081P205                
3000231 081552260 1 10 ///// 00044 N00019 E00042 Z00018 P///P///P///P///P///P///                
3000630 081552330 1 07 ///// 00072 N00045 E00058 Z00023 P///P///P///P///P///P///                
3003133 081552320 1 06 ///// 00087 N00074 E00067 Z00022 P///P///P///P///P///P///                
A2006050908100370 008 365708 030 1382828 034  86715224V   5111  4144í∑ñÏåßñkïî                3K
3700231 090810106 1 07 10111 00033 N00028 E00031 Z00008 P002P002P002P002P002P001                
4200420 090810100 1 10 ///// 00056 N00050 E00043 Z00030 F070F///F055F///F124F///                
4203130 090810090 1 06 ///// 00028 N00022 E00024 Z00017 F037F///F065F///F038F///                
A2006051010231895 013 360437 032 1395297 037 473512242D40V5112  3 88àÔèÈåßìÏïî              139K
3003430 101023280 2 15 ///// 00206 N00153 E00170 Z00131 P///P///P///P///P///P///                
3003432 101023290 2 15 ///// 00194 N00186 E00082 Z00075 P///P///P///P///P///P///                
3015430 101023270 2 20 ///// 00300 N00208 E00216 Z00090 P///P///P///P///P///P///                
3015632 101023340 2 19 ///// 00148 N00120 E00130 Z00059 P///P///P///P///P///P///                
3110000 101023303 2 19 23389 00177 N00172 E00150 Z00049 F070F070F051F051F137F137                
3110130 101023370 2 19 ///// 00144 N00079 E00144 Z00049 P003P002P002P001P002P001                
3110200 101023288 2 18 23357 00314 N00310 E00188 Z00072 F136F136F102F102F296F296                
3110260 101023350 2 17 ///// 00177 N00149 E00141 Z00054 P002P001P002P001P002P001                
3110631 101023320 2 18 ///// 00123 N00103 E00115 Z00039 P002P002P002P002P001P001                
3113830 101023350 2 16 ///// 00100 N00091 E00060 Z00027 P003P004P003P004P001P001                
3210032 101023441 2 17 ///// 00135 N00100 E00126 Z00024 P001P///P001P///P001P///                
3210230 101023413 2 15 ///// 00084 N00073 E00068 Z00035 P002P///P001P///P001P///                
3215630 101023379 2 16 ///// 00140 N00095 E00117 Z00027 P002P///P002P///P001P///                
3215730 101023367 2 19 ///// 00165 N00076 E00158 Z00053 P001P///P002P///P001P///                
3300032 101023375 2 15 23380 00130 N00115 E00091 Z00031 P001P001P002P002P001P001                
3300131 101023364 2 18 23382 00106 N00105 E00052 Z00026 P004P004P002P002P003P003                
3300800 101023296 2 18 23350 00096 N00095 E00063 Z00032 F035F035F039F039F324F043                
3314031 101023279 2 17 23343 00086 N00073 E00073 Z00057 P008P008P002P002P001P004                
3000000 101023319 1 07 23409 00056 N00032 E00051 Z00023 F146F146F144F144F096F187                
3000530 101023370 1 08 ///// 00061 N00056 E00037 Z00026 P///P///P///P///P///P///                
3000531 101023370 1 13 ///// 00061 N00047 E00052 Z00037 P///P///P///P///P///P///                
3000532 101023360 1 13 ///// 00213 N00137 E00194 Z00078 P///P///P///P///P///P///                
3003130 101023410 1 06 ///// 00041 N00025 E00036 Z00022 P///P///P///P///P///P///                
3003131 101023370 1 05 ///// 00039 N00029 E00034 Z00018 P///P///P///P///P///P///                
3003133 101023320 1 07 ///// 00080 N00077 E00071 Z00033 P///P///P///P///P///P///                
3003331 101023400 1 09 ///// 00068 N00056 E00058 Z00023 P///P///P///P///P///P///                
3003431 101023360 1 12 ///// 00106 N00083 E00095 Z00044 P///P///P///P///P///P///                
3010000 101023280 1 09 23351 00061 N00051 E00053 Z00058 F087F087F123F123F099F099                
3010030 101023280 1 14 ///// 00161 N00144 E00128 Z00056 P///P///P///P///P///P///                
3010031 101023220 1 13 ///// 00089 N00082 E00085 Z00065 P///P///P///P///P///P///                
3010130 101023340 1 11 ///// 00051 N00050 E00024 Z00021 P///P///P///P///P///P///                
3010131 101023330 1 11 ///// 00059 N00058 E00043 Z00016 P///P///P///P///P///P///                
3010132 101023340 1 13 ///// 00051 N00048 E00043 Z00021 P///P///P///P///P///P///                
3010200 101023283 1 13 23350 00162 N00159 E00064 Z00066 F140F140F152F152F173F173                
3010231 101023340 1 12 ///// 00090 N00071 E00087 Z00050 P///P///P///P///P///P///                
3010430 101023330 1 10 ///// 00102 N00101 E00047 Z00070 P///P///P///P///P///P///                
3010630 101023270 1 11 ///// 00125 N00109 E00072 Z00042 P///P///P///P///P///P///                
3010631 101023220 1 09 ///// 00101 N00072 E00063 Z00081 P///P///P///P///P///P///                
3010820 101023346 1 10 23281 00097 N00074 E00063 Z00097 F093F092F103F107F226F092                
3011030 101023310 1 05 ///// 00050 N00040 E00037 Z00046 P///P///P///P///P///P///                
3011130 101023270 1 12 ///// 00122 N00068 E00111 Z00080 P///P///P///P///P///P///                
3011131 101023330 1 14 ///// 00117 N00114 E00079 Z00081 P///P///P///P///P///P///                
3014330 101023330 1 10 ///// 00053 N00049 E00033 Z00023 P///P///P///P///P///P///                
3014730 101023330 1 05 ///// 00052 N00045 E00028 Z00045 P///P///P///P///P///P///                
3015031 101023320 1 10 ///// 00062 N00058 E00033 Z00040 P///P///P///P///P///P///                
3015400 101023272 1 12 23335 00178 N00070 E00158 Z00064 F126F126F126F126F120F120                
3015431 101023270 1 14 ///// 00121 N00114 E00088 Z00054 P///P///P///P///P///P///                
3015600 101023342 1 14 23348 00070 N00062 E00050 Z00041 F033F033F042F029F140F140                
3015630 101023350 1 07 ///// 00046 N00033 E00045 Z00027 P///P///P///P///P///P///                
3015631 101023300 1 14 ///// 00215 N00161 E00214 Z00055 P///P///P///P///P///P///                
3015730 101023290 1 06 ///// 00068 N00038 E00063 Z00045 P///P///P///P///P///P///                
3015731 101023320 1 12 ///// 00100 N00076 E00080 Z00071 P///P///P///P///P///P///                
3016030 101023330 1 12 ///// 00101 N00097 E00092 Z00094 P///P///P///P///P///P///                
3016031 101023340 1 08 ///// 00086 N00078 E00054 Z00044 P///P///P///P///P///P///                
3016032 101023340 1 14 ///// 00192 N00175 E00128 Z00133 P///P///P///P///P///P///                
3016131 101023410 1 05 ///// 00039 N00038 E00023 Z00017 P///P///P///P///P///P///                
3016230 101023220 1 07 ///// 00068 N00059 E00038 Z00042 P///P///P///P///P///P///                
3016231 101023270 1 12 ///// 00089 N00066 E00054 Z00075 P///P///P///P///P///P///                
3016330 101023270 1 08 ///// 00094 N00049 E00054 Z00094 P///P///P///P///P///P///                
3100000 101023337 1 11 23443 00063 N00056 E00054 Z00035 F070F070F047F047F124F124                
3100030 101023430 1 07 ///// 00058 N00051 E00054 Z00027 P001P001P001P001P001P001                
3100032 101023420 1 09 ///// 00096 N00085 E00074 Z00023 P001P001P001P001P001P001                
3110030 101023380 1 08 ///// 00065 N00064 E00051 Z00032 P002P001P001P001P002P001                
3110031 101023410 1 10 ///// 00087 N00046 E00084 Z00034 P001P001P001P001P001P001                
3110100 101023306 1 13 23390 00141 N00140 E00093 Z00036 F099F099F103F103F249F214                
3110230 101023350 1 08 ///// 00059 N00055 E00040 Z00026 P004P001P002P001P003P001                
3110231 101023340 1 08 ///// 00073 N00041 E00036 Z00066 P002P002P003P002P001P001                
3110232 101023340 1 14 ///// 00095 N00059 E00093 Z00063 P003P002P003P001P001P001                
3110234 101023360 1 10 ///// 00086 N00066 E00079 Z00051 P002P001P001P001P002P001                
3110330 101023350 1 14 ///// 00118 N00106 E00080 Z00046 P002P001P003P001P003P001                
3110331 101023360 1 13 ///// 00122 N00094 E00097 Z00031 P002P001P002P001P002P001                
3110332 101023360 1 11 ///// 00119 N00118 E00068 Z00034 P004P002P003P001P003P001                
3110430 101023380 1 08 ///// 00059 N00041 E00055 Z00031 P003P002P002P002P002P001                
3110431 101023380 1 10 ///// 00081 N00062 E00071 Z00037 P002P002P002P002P002P002                
3110530 101023280 1 09 ///// 00068 N00059 E00054 Z00064 P001P001P003P001P002P001                
3110730 101023370 1 05 ///// 00039 N00026 E00039 Z00017 P001P001P002P001P001P001                
3111400 101023367 1 10 23374 00071 N00041 E00042 Z00052 F033F033F037F037F118F118                
3111530 101023380 1 07 ///// 00051 N00048 E00034 Z00015 P002P001P001P001P002P001                
3111830 101023350 1 12 ///// 00066 N00066 E00053 Z00029 P002P002P003P002P002P001                
3113831 101023360 1 12 ///// 00066 N00060 E00057 Z00031 P002P002P002P002P001P001                
3200000 101023400 1 11 23505 00072 N00057 E00059 Z00034 F042F042F103F103F078F078                
3200032 101023469 1 09 ///// 00057 N00029 E00055 Z00027 P001P///P001P///P001P///                
3200700 101023375 1 08 23486 00060 N00036 E00053 Z00015 F105F111F106F112F052P205                
3200720 101023473 1 11 23523 00067 N00056 E00059 Z00041 F097F095F092F087F148F121                
3210031 101023436 1 13 ///// 00061 N00035 E00053 Z00030 P002P///P003P///P002P///                
